Meas, V1, V2, V3, V4
404, 0.009411579, 0.015739318, 0.017515151, -0.014187270
405, -0.021929629, 0.009368860, 0.007538578, 0.024215222
406, -0.005925631, 0.025988955, -0.013990487, -0.010413681
407, 0.028274645, 0.008709918, 0.023678558, 0.008815696
408, 0.012978259, 0.004373785, -0.026173553, -0.007001628
409, 0.019420663, 0.018605598, -0.018238374, 0.009272056
410, 0.029212370, -0.023234006, -0.003206678, 0.022879664
411, 0.009437421, 0.008895882, 0.029159145, -0.008849509
412, -0.000336127, -0.026005619, -0.003096167, 0.018540597
413, 0.006942137, 0.023317577, 0.014465306, -0.017516001
414, -0.006749686, 0.002924513, -0.003395334, -0.008863295
415, -0.026006278, -0.019107692, 0.024772283, 0.016242529
416, 0.005429472, 0.009189875, -0.026162024, 0.010943702
417, 0.028523575, 0.013106963, -0.008472160, -0.009054636
418, -0.018578085, 0.013344457, -0.026621862, 0.028554224
419, 0.007091306, 0.015391065, -0.021016402, -0.021592379
420, 0.022128667, 0.016868947, 0.014375743, 0.005778304
421, -0.025051294, 0.009304982, -0.013177266, -0.013174771
422, -0.019176560, -0.019997287, -0.019371092, -0.001589985
423, -0.018059849, -0.020143259, 0.015086932, -0.011845233
424, -0.020631445, -0.028796784, -0.003197241, 0.001564224
425, -0.024552471, 0.023689533, 0.015643506, 0.014729369
426, 0.011924439, -0.004222838, 0.022643716, 0.024455343
427, -0.006077217, 0.026307373, 0.025016274, -0.008850932
428, -0.008485492, 0.022832222, 0.032123614, 0.026940626
429, -0.023613805, -0.012542411, 0.004732908, 0.012223010
430, -0.027779933, -0.006568947, 0.000007191, 0.017165469
431, 0.023041544, 0.019685512, -0.018042245, -0.011582719
432, 0.018193885, -0.013239609, -0.003378041, 0.018933518
433, 0.018345646, -0.010831095, -0.014799133, -0.005789806
434, 0.006549818, 0.023567714, 0.013879458, -0.013560847
435, -0.020059648, 0.005812954, -0.009012126, -0.006154270
436, -0.005692413, 0.005332770, -0.003793918, -0.028938504
437, 0.015086944, -0.010480783, -0.024717512, 0.011029890
438, -0.003378531, -0.002467689, -0.010714792, 0.018021468
439, -0.026454840, 0.007160600, 0.012409328, 0.021469058
440, -0.023782935, 0.015136369, 0.024253634, 0.022388531
441, 0.008086446, -0.021373128, -0.002036136, 0.021961991
442, 0.011804567, -0.032595845, -0.010176110, 0.005728287
443, -0.026419437, -0.014385262, 0.014206768, -0.009443554
444, 0.008602306, 0.008444323, -0.014526955, -0.001268449
445, -0.016239536, 0.015975515, -0.021262998, 0.013089685
446, 0.020017313, -0.014698068, -0.011235220, 0.002278740
447, 0.019591535, -0.025240447, 0.029263225, 0.000869725
448, -0.017379517, -0.001270080, 0.024955309, -0.011509268
449, -0.017400050, 0.005607213, 0.015326674, 0.031141083
450, -0.009856460, -0.011998189, 0.006942000, 0.024458817
451, 0.011722322, -0.012761561, -0.018770186, 0.026563898
452, 0.001357304, -0.016649016, 0.009184374, 0.010443845
453, -0.012879558, -0.005155648, 0.015569832, -0.010319737
454, -0.019157673, 0.025761028, -0.005229149, -0.024982139
455, 0.006009475, 0.013147847, 0.012747305, 0.014287371
456, -0.022168521, 0.003562156, -0.007008208, 0.019540829
457, 0.014463548, 0.005043813, -0.025729196, -0.000037618
458, -0.000709432, -0.030849788, 0.019394675, 0.001283841
459, -0.007843244, -0.003184780, -0.023181690, 0.003472379
460, -0.017794622, -0.005733395, 0.026626925, -0.010554821
461, 0.012969718, -0.001600857, 0.018602554, 0.014753174
462, 0.009503028, 0.004712125, -0.022157072, -0.016872859
